bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,price,basement,renovated,era_category,lat,lng,10th,ave,ct,dr,ln,ne,nw,pl,rd,se,st,sw,way
4,2.5,7.847762537473608,9.080231686629162,2.0,0,0,3,7.847762537473608,0,1992,0,3964 262nd Ave SE,98029,642000.0,0,0,539932.8210941788,47.544,-122.0471,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,5.0,8.32117830749028,10.681894577046897,2.0,0,0,4,8.32117830749028,0,1978,2000,2808 120th Ave NE,98005,1042031.0,0,1,539932.8210941788,47.5951,-122.1535,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,7.824046010856292,8.313852267398207,1.5,0,0,5,7.426549072397305,820,1922,1956,922 N 72nd St,98103,695000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,2.5,7.882314918980268,9.346181594887597,1.0,0,0,3,7.24422751560335,1250,1961,2004,527 171st Pl NE,98008,565000.0,1,1,450218.6320663586,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,2.5,7.450079569807499,7.557994958530806,2.0,0,0,3,7.450079569807499,0,2005,0,454 A St,98056,280000.0,0,0,614313.8655298545,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1.0,7.438383530044307,8.389359819906353,1.5,0,0,4,7.438383530044307,0,1906,1990,1109 32nd Ave,98122,800000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.5,8.335671314792847,9.184817414745098,2.0,0,0,3,8.335671314792847,0,2004,2003,8264 154th Ave SE,98059,1200000.0,0,1,614313.8655298545,47.5303,-122.1633,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.5,7.501082124259871,10.285615795279854,1.0,0,0,3,6.856461984594587,860,1983,2009,20609 SE 271st St,98042,261000.0,1,1,539932.8210941788,47.3668,-122.1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,2.0,7.170119543449628,8.861350110795998,1.0,0,0,3,7.170119543449628,0,1950,2013,2815 SW 107th St,98146,312000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
3,2.5,7.146772179452637,7.827639546366422,2.0,0,0,3,7.146772179452637,0,2004,2003,2492 SW Webster St,98106,331366.666667,0,1,614313.8655298545,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
3,2.5,7.570443252057374,9.187583384853566,1.0,0,2,3,7.272398392570047,500,1975,0,12710 89th Pl NE,98034,545000.0,1,0,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
2,1.0,6.697034247666484,8.313852267398207,1.0,0,0,4,6.697034247666484,0,1941,1998,3620 SW Holden St,98126,325000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
4,2.25,7.668561108015897,8.756997183623554,2.0,0,0,3,7.668561108015897,0,2002,0,7125 Silent Creek Ave SE,98065,435000.0,0,0,614313.8655298545,47.5293,-121.8412,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,1.0,7.251344983372214,8.124446855715847,1.5,0,0,5,7.251344983372214,0,1911,1984,621 NW 44th St,98107,563000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.8499731344101603,0.0,0.0,0.0,0.526826034646132,0.0,0.0
4,2.25,7.600902459542082,8.242756345714477,2.0,0,0,3,7.600902459542082,0,2001,0,7708 16th Ave NE,98115,815000.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.426549072397305,7.647786045440933,2.0,0,0,3,7.22983877815125,300,2008,0,8354 11th Ave NW,98117,518000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.9157131993821155,8.87346805533363,2.0,0,0,3,7.9157131993821155,0,1993,0,2476 239th Pl NE,98074,651000.0,0,0,539932.8210941788,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.5,7.822444729489319,8.994420665751292,2.0,0,0,3,7.822444729489319,0,1998,2006,8517 143rd Ct NE,98052,661000.0,0,1,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.75,8.294049640102028,8.70201162840878,2.0,0,2,3,8.03268487596762,920,2004,2003,16638 SE 167th St,98058,570000.0,1,1,614313.8655298545,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
5,3.25,7.944492163932159,8.793156870913819,1.5,0,0,3,7.749322464660356,500,1906,2014,7403 48th Ave S,98118,408000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,6.565264970035361,7.067319848653476,2.0,0,0,4,6.565264970035361,0,1943,0,2348 Fairview Ave E,98102,402000.0,0,0,450218.6320663586,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.5,8.183118079394745,9.096163326913784,2.0,0,0,3,8.183118079394745,0,2000,0,409 20th Ave,98033,1150000.0,0,0,614313.8655298545,47.6974,-122.2054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.5,8.273846932784508,10.521965064759044,2.0,0,0,3,8.273846932784508,0,1996,0,2515 263rd Ct NE,98053,850000.0,0,0,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,8.116715624819111,10.752526753053047,2.0,0,0,3,8.116715624819111,0,2004,2003,28815 237th Pl SE,98010,650000.0,0,1,614313.8655298545,47.313,-122.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,1.75,7.7142311448490855,9.006141236662911,1.0,0,0,3,7.02108396428914,1120,1948,1994,13749 1st Ave NE,98125,440000.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.5,8.128585200374497,9.186047679407139,1.0,0,0,5,7.4673710669175595,1640,1978,0,15224 SE 175th Pl,98058,288500.0,1,0,539932.8210941788,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,2.25,7.962067308753666,8.60392119492606,2.0,0,1,4,7.705262474866325,650,1926,1993,10030 44th Ave SW,98146,665900.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
2,1.0,6.507277712385012,7.774015077250727,1.0,0,0,3,6.507277712385012,0,1919,2001,3021-1/2 SW Harbor Ln,98126,175000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.8704796116968184,0.0,0.0,0.0,0.0,0.0,0.0,0.4922044754166263,0.0
5,3.25,8.48879371689454,10.074200320662365,2.0,0,2,4,8.24800570160062,1040,1989,0,9250 SE 36th Pl,98040,1680000.0,1,0,539932.8210941788,47.5661,-122.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
2,1.0,7.07326971745971,9.143131622282732,1.0,0,0,3,7.07326971745971,0,1918,0,12662 60th Ave S,98178,160000.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,7.52294091807237,9.017968479328726,1.0,0,0,4,7.047517221357296,700,1952,0,200 Pike St SE,98002,257200.0,1,0,450218.6320663586,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
2,2.5,7.77485576666552,9.14569517848265,1.0,0,2,3,7.77485576666552,0,2011,0,12449 240th Pl NE,98053,818000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,1.0,7.02108396428914,7.7406644019172415,1.0,0,0,4,6.709304340258298,300,1912,1989,7002 22nd Ave NW,98117,552000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
3,4.25,7.944492163932159,8.881836305004146,2.0,0,0,4,7.807916628926408,360,1930,0,3221 E Morley Way,98112,1600000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,1.75,7.5443321080536885,8.987196820661973,1.0,0,0,4,7.1308988302963465,640,1960,2001,2145 N 178th St,98133,375000.0,1,1,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,2.75,7.803843303538772,9.615938804529582,1.0,0,0,5,7.803843303538772,0,1974,0,404 SW 197th St,98166,530000.0,0,0,539932.8210941788,47.4343,-122.3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
3,1.0,6.917705609835305,8.930626469173578,1.0,0,0,3,6.917705609835305,0,1958,2004,17026 124th Ave SE,98058,189000.0,0,1,450218.6320663586,47.4784,-122.1919,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.25,7.4673710669175595,7.538494999413465,3.0,0,0,3,7.4673710669175595,0,2001,0,2619 NW 60th St,98107,525000.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.8499731344101603,0.0,0.0,0.0,0.526826034646132,0.0,0.0
2,1.0,6.756932389247553,8.707813551024888,1.0,0,0,3,6.756932389247553,0,1952,2008,3818 53rd Ave SW,98116,370000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
2,2.0,7.177782416195197,7.951911381854188,2.0,0,0,3,7.177782416195197,0,2004,2003,28107 240th Ave SE,98038,218000.0,0,1,614313.8655298545,47.3659,-122.0368,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.5,7.539027055823995,8.909235279192261,1.0,0,0,3,7.299797366758161,400,1968,1997,5471 NE 200th Pl,98155,405000.0,1,1,450218.6320663586,47.7574,-122.2865,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.5,7.799753318287247,10.254320464991228,2.0,0,0,3,7.799753318287247,0,2002,0,15125 78th Ave NE,98028,576000.0,0,0,614313.8655298545,47.7516,-122.2489,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.170119543449628,11.03955617824819,1.0,0,0,3,7.170119543449628,0,1983,2009,26933 NE Union Hill Rd,98053,540000.0,0,1,539932.8210941788,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.386339139231587,0.0,0.0,0.9223568016216915,0.0,0.0,0.0,0.0
4,3.5,8.070906088787819,8.086410275323782,2.0,0,0,3,7.8898337513942955,530,2007,0,2500 22nd Ct NE,98029,795000.0,1,0,614313.8655298545,47.544,-122.0471,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.0,7.1929342212158,8.68710472813351,1.0,0,0,4,7.1929342212158,0,1942,1982,2109 NE 8th St,98056,235867.0,0,1,450218.6320663586,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
4,2.5,7.682482446534506,9.049936850483158,1.0,0,3,3,7.2078598714324755,820,1955,2005,10842 Garden Pl S,98178,415000.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,2.5,8.019612794400267,8.792853288640693,2.0,0,0,3,8.019612794400267,0,2003,0,22540 NE 92nd St,98053,650000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.5,7.560080465021827,9.624038165010823,2.0,0,0,3,7.560080465021827,0,1995,0,714 NE 10th St,98045,429000.0,0,0,539932.8210941788,47.49,-121.7742,0.8636656909318026,0.0,0.0,0.0,0.0,0.346293147721249,0.0,0.0,0.0,0.0,0.36628217285120657,0.0,0.0
3,1.75,7.473069088032197,8.920255414908091,1.0,0,0,4,7.473069088032197,0,1966,0,2712 SW 322nd Pl,98023,264000.0,0,0,450218.6320663586,47.3091,-122.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542776634686905,0.0,0.0,0.0,0.7562544142588201,0.0
3,3.5,7.501082124259871,7.520776415062797,2.0,0,0,4,7.272398392570047,370,2009,0,512-598 21st Ave,98122,625000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.580699752224563,9.431562077727694,2.0,0,0,4,7.580699752224563,0,1989,0,12637 SE 79th Ct,98056,560000.0,0,0,539932.8210941788,47.5303,-122.1633,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
4,2.5,7.867105500316739,8.544808358449211,2.0,0,0,3,7.867105500316739,0,2006,0,922 N 91st St,98103,674600.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2.0,7.24422751560335,8.732304571033183,1.0,0,0,3,6.551080335043404,700,1948,1994,1610 N 185th St,98133,240000.0,1,1,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,1.75,7.753623546559746,9.569552095566886,1.0,0,0,4,7.07326971745971,1150,1968,0,13826 SE 141st St,98059,350000.0,1,0,450218.6320663586,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,2.0,7.595889917718538,8.29154650988391,1.0,0,0,5,7.029972911706386,860,1912,0,4117 Bagley Ave N,98103,760500.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.549609165154532,8.08794755464267,2.0,0,0,3,7.549609165154532,0,1988,2000,268 145th Pl SE,98007,550000.0,0,1,539932.8210941788,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
2,1.0,6.84587987526405,8.525161361065415,1.0,0,0,3,6.84587987526405,0,1926,2003,7157 32nd Ave SW,98126,212700.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
4,2.75,7.933796874815411,9.08851166361105,2.0,0,0,3,7.933796874815411,0,2013,1923,1030 SE 10th St,98045,533112.0,0,1,614313.8655298545,47.49,-121.7742,0.8559445854565472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3682177634023988,0.3630076381325254,0.0,0.0
2,1.0,6.721425700790643,7.944492163932159,1.0,0,0,4,6.721425700790643,0,1920,0,8216 Linden Ave N,98103,519000.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0,7.402451520818244,9.207536444643448,1.0,0,0,4,7.402451520818244,0,1977,0,25218 SE 31st Pl,98075,540833.333333,0,0,539932.8210941788,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,2.0,7.1929342212158,8.699514748210191,1.0,0,0,4,6.4457198193855785,700,1900,1971,527 S Donovan St,98108,240000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2.25,8.080237416216702,9.788805952452513,2.0,0,0,4,8.080237416216702,0,1973,0,12 Columbia Key,98006,2110000.0,0,0,539932.8210941788,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5,7.265429723253953,9.100525505968976,1.0,0,0,4,7.265429723253953,0,1953,1983,14219-14231 11th Ave SW,98166,178650.0,0,1,450218.6320663586,47.4762,-122.3394,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
4,2.5,8.0925452638913,10.475737478289117,2.0,0,0,3,8.0925452638913,0,1989,0,6040 164th Ave SE,98006,1070000.0,0,0,539932.8210941788,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
5,3.0,8.13739583005665,9.805268145029668,2.0,0,0,3,7.8399193600125825,880,1952,2005,7657-7801 E Mercer Way,98040,1195000.0,1,1,450218.6320663586,47.5661,-122.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2.5,8.098642843759418,8.829079952564836,2.0,0,0,3,8.098642843759418,0,2000,0,14845 NE 73rd Way,98052,930000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.4351715508224238,0.0,0.0,0.0,0.0,0.0,0.0,0.9003475558665146
4,2.5,8.113726085970747,9.25167423546916,2.0,0,0,3,8.113726085970747,0,1996,0,10640 NE 46th St,98033,1150000.0,0,0,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
4,2.5,7.577633832602728,8.477412321404392,2.0,0,0,3,7.577633832602728,0,2005,0,19320 113th Ave SE,98031,268971.875,0,0,614313.8655298545,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.5,7.064759027791802,8.507142855562735,1.0,0,0,4,7.064759027791802,0,1960,2001,15421 SE 4th Pl,98007,330000.0,0,1,450218.6320663586,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,1.75,7.575584651557793,9.49702194409438,1.0,0,0,4,7.222566018822171,580,1969,0,15018 NE 10th Pl,98007,635000.0,1,0,450218.6320663586,47.5951,-122.1535,0.8459860591226066,0.0,0.0,0.0,0.0,0.33920436856278335,0.0,0.4113975985808924,0.0,0.0,0.0,0.0,0.0
4,1.75,7.673223121121708,9.104979856318357,1.0,0,0,4,7.01211529430638,1040,1966,0,17010 NE 88th St,98052,550000.0,1,0,450218.6320663586,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.0,7.723120092266331,9.33300038471207,1.0,0,0,3,7.029972911706386,1130,1986,0,2811 Mill Ave S,98055,400000.0,1,0,539932.8210941788,47.4784,-122.1919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.5,6.721425700790643,7.020190708311925,2.0,0,0,3,6.721425700790643,0,2005,0,2300 14th Ave S,98144,329445.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.5,7.799753318287247,8.139440521874608,2.0,0,0,3,7.595889917718538,450,2000,0,2469 132nd Ave SE,98005,710000.0,1,0,614313.8655298545,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.75,7.438383530044307,9.761635928295886,1.0,0,0,3,7.090076835776092,500,1978,0,26522 214th Ave SE,98038,314500.0,1,0,539932.8210941788,47.3659,-122.0368,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.0,7.6544432264701125,9.210840247017833,1.0,0,0,5,7.01211529430638,1000,1924,1956,9719 130th Ave NE,98033,475300.0,1,1,623805.5955773297,47.6974,-122.2054,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.951559331155252,9.462343451970945,1.0,0,0,4,7.484368643286131,1060,1977,0,3200 130th Ave NE,98005,729032.0,1,0,539932.8210941788,47.5951,-122.1535,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,7.554858521040676,9.700146628518098,1.5,0,0,3,7.554858521040676,0,1934,1978,9817 26th Ave SW,98106,240000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
5,3.0,7.964155718840937,9.541584681053092,1.0,0,2,4,7.585788821732034,906,1973,0,5558 W Mercer Way,98040,895000.0,1,0,539932.8210941788,47.5661,-122.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,1.0,6.579251212010101,8.484669999710677,1.0,0,0,4,6.579251212010101,0,1947,1988,5403 34th Ave SW,98126,235000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,2.25,7.687080155783135,8.954286157204713,2.0,0,0,3,7.687080155783135,0,1986,0,4315 201st Ave NE,98074,341750.0,0,0,539932.8210941788,47.6017,-122.0416,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,6.363028103540465,8.922658299524402,1.0,0,0,3,6.363028103540465,0,1943,2002,6621 S 131st Pl,98178,90000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,2.75,8.048788283534199,11.845045386852577,2.0,0,0,4,8.048788283534199,0,1981,0,27705 114th Ave SE,98030,565000.0,0,0,539932.8210941788,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.0,7.512071245835466,8.987696695703624,1.0,0,0,3,7.090076835776092,630,1960,2012,13337 30th Ave NE,98125,403500.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.333023014386481,8.699514748210191,2.0,0,0,4,7.333023014386481,0,1991,0,22923 SE 282nd St,98038,265000.0,0,0,539932.8210941788,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,2.5,8.183118079394745,10.905038128361106,1.5,0,0,3,8.183118079394745,0,1990,2009,23115 SE 222nd St,98038,725000.0,0,1,539932.8210941788,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,1.5,7.22983877815125,8.411832675758411,1.0,0,0,5,7.22983877815125,0,1960,0,2719 63rd Ave SE,98040,650000.0,0,0,450218.6320663586,47.5661,-122.232,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,1.5,7.286191714702382,9.20109779060925,1.0,0,0,3,7.286191714702382,0,1952,2008,19539 4th Ave S,98148,310000.0,0,1,450218.6320663586,47.3915,-122.3157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.882314918980268,9.351839934249883,2.0,0,0,3,7.6544432264701125,540,1988,2000,11433 NE 91st St,98033,720000.0,1,1,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
2,1.0,6.779921907472252,8.946765374867635,1.0,0,0,3,6.779921907472252,0,1942,1999,11709 3rd Ave NW,98177,326100.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,7.313220387090301,8.807621489536043,1.0,0,0,3,7.081708586105575,310,1926,2003,12226 Phinney Ave N,98133,245000.0,1,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.5,8.29154650988391,9.204121072162266,2.0,0,0,3,8.29154650988391,0,2001,0,13828 SE 92nd St,98059,1068000.0,0,0,614313.8655298545,47.5303,-122.1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,2.5,7.644919344958857,9.24048152888817,2.0,0,0,3,7.644919344958857,0,1986,0,21604 NE 22nd Ct,98074,632500.0,0,0,539932.8210941788,47.6017,-122.0416,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
